crew_id	role	movie_id
nm0000097	actress,producer,director	tt0893509
nm0000097	actress,producer,director	tt0115624
nm0000097	actress,producer,director	tt0306047
nm0000097	actress,producer,director	tt0426592
nm0000632	writer,producer,actor	tt2314952
nm0000632	writer,producer,actor	tt0389790
nm0000632	writer,producer,actor	tt12117854
nm0000632	writer,producer,actor	tt0098904
nm0001014	soundtrack,actress,composer	tt0120596
nm0001014	soundtrack,actress,composer	tt4116284
nm0001014	soundtrack,actress,composer	tt0929632
nm0001014	soundtrack,actress,composer	tt0118589
nm0001162	actor,director,producer	tt0790636
nm0001162	actor,director,producer	tt0088680
nm0001162	actor,director,producer	tt1333125
nm0001162	actor,director,producer	tt0082010
nm0001182	actress,producer,soundtrack	tt0362120
nm0001182	actress,producer,soundtrack	tt1073498
nm0001182	actress,producer,soundtrack	tt0175142
nm0001182	actress,producer,soundtrack	tt0799949
nm0001413	actress,soundtrack	tt0091167
nm0001413	actress,soundtrack	tt0462538
nm0001413	actress,soundtrack	tt0096697
nm0001413	actress,soundtrack	tt0389860
nm0001760	actress,producer,music_department	tt0257106
nm0001760	actress,producer,music_department	tt0162710
nm0001760	actress,producer,music_department	tt0098749
nm0001760	actress,producer,music_department	tt0119324
nm0001850	actor,soundtrack,writer	tt0080684
nm0001850	actor,soundtrack,writer	tt0086190
nm0001850	actor,soundtrack,writer	tt2527338
nm0001850	actor,soundtrack,writer	tt4116284
nm0001878	writer,producer,director	tt0080339
nm0001878	writer,producer,director	tt0088286
nm0001878	writer,producer,director	tt0102510
nm0001878	writer,producer,director	tt0362120
nm0002436	actress,producer,director	tt0163651
nm0002436	actress,producer,director	tt0314331
nm0002436	actress,producer,director	tt0175142
nm0002436	actress,producer,director	tt6521876
nm0002477	sound_department,actor	tt5116302
nm0002477	sound_department,actor	tt9243946
nm0002477	sound_department,actor	tt1663202
nm0002477	sound_department,actor	tt0187078
nm0002525	miscellaneous,producer,actor	tt0106598
nm0002525	miscellaneous,producer,actor	tt0092925
nm0002525	miscellaneous,producer,actor	tt0095705
nm0002525	miscellaneous,producer,actor	tt0306047
nm0002551	art_department,miscellaneous,special_effects	tt0362120
nm0002551	art_department,miscellaneous,special_effects	tt0387564
nm0002551	art_department,miscellaneous,special_effects	tt0109402
nm0002551	art_department,miscellaneous,special_effects	tt0333766
nm0002969	production_designer,art_department,art_director	tt0124198
nm0002969	production_designer,art_department,art_director	tt0241760
nm0002969	production_designer,art_department,art_director	tt0206314
nm0002969	production_designer,art_department,art_director	tt1333125
nm0003021	director,producer,editor	tt4116284
nm0003021	director,producer,editor	tt9777666
nm0003021	director,producer,editor	tt11358390
nm0003021	director,producer,editor	tt1490017
nm0003489	composer,soundtrack,music_department	tt2315596
nm0003489	composer,soundtrack,music_department	tt0168786
nm0003489	composer,soundtrack,music_department	tt0330793
nm0003489	composer,soundtrack,music_department	tt0389790
nm0003743	art_department,set_decorator,miscellaneous	tt0457572
nm0003743	art_department,set_decorator,miscellaneous	tt0406759
nm0003743	art_department,set_decorator,miscellaneous	tt4680182
nm0003743	art_department,set_decorator,miscellaneous	tt0175142
nm0003912	camera_department,producer,miscellaneous	tt0239948
nm0003912	camera_department,producer,miscellaneous	tt0108330
nm0003912	camera_department,producer,miscellaneous	tt0175142
nm0003912	camera_department,producer,miscellaneous	tt0110322
nm0004256	assistant_director,production_manager,producer	tt2626350
nm0004256	assistant_director,production_manager,producer	tt0306047
nm0004256	assistant_director,production_manager,producer	tt0175142
nm0004256	assistant_director,production_manager,producer	tt14637386
nm0004715	actor,producer,writer	tt1490017
nm0004715	actor,producer,writer	tt3949660
nm0004715	actor,producer,writer	tt4116284
nm0004715	actor,producer,writer	tt0367279
nm0004813	actress,soundtrack,producer	tt0120685
nm0004813	actress,soundtrack,producer	tt0462538
nm0004813	actress,soundtrack,producer	tt0096697
nm0004813	actress,soundtrack,producer	tt0386789
nm0004867	actor,soundtrack	tt0165710
nm0004867	actor,soundtrack	tt0257106
nm0004867	actor,soundtrack	tt0163651
nm0004867	actor,soundtrack	tt0303816
nm0004958	actress,miscellaneous,soundtrack	tt0088470
nm0004958	actress,miscellaneous,soundtrack	tt0072519
nm0004958	actress,miscellaneous,soundtrack	tt0103488
nm0004958	actress,miscellaneous,soundtrack	tt9243946
nm0004981	writer,producer,animation_department	tt0462538
nm0004981	writer,producer,animation_department	tt0149460
nm0004981	writer,producer,animation_department	tt5363918
nm0004981	writer,producer,animation_department	tt0096697
nm0005092	producer,actor,director	tt0389790
nm0005092	producer,actor,director	tt0120660
nm0005092	producer,actor,director	tt0087332
nm0005092	producer,actor,director	tt0265029
nm0005179	actress,producer,soundtrack	tt0147612
nm0005179	actress,producer,soundtrack	tt0118437
nm0005179	actress,producer,soundtrack	tt0306047
nm0005179	actress,producer,soundtrack	tt0350261
nm0005181	soundtrack,actress,composer	tt9243946
nm0005181	soundtrack,actress,composer	tt0175880
nm0005181	soundtrack,actress,composer	tt0116695
nm0005181	soundtrack,actress,composer	tt0118715
nm0005277	writer,music_department,producer	tt0106052
nm0005277	writer,music_department,producer	tt4116284
nm0005277	writer,music_department,producer	tt1670345
nm0005277	writer,music_department,producer	tt1637574
nm0005350	actor,soundtrack,producer	tt0795461
nm0005350	actor,soundtrack,producer	tt13453006
nm0005350	actor,soundtrack,producer	tt0426592
nm0005350	actor,soundtrack,producer	tt0306047
nm0005370	actress,writer,producer	tt0910812
nm0005370	actress,writer,producer	tt0257106
nm0005370	actress,writer,producer	tt0488887
nm0005370	actress,writer,producer	tt0427969
nm0006126	music_department,soundtrack,composer	tt0063374
nm0006126	music_department,soundtrack,composer	tt0457939
nm0006126	music_department,soundtrack,composer	tt3104988
nm0006126	music_department,soundtrack,composer	tt4116284
nm0006223	composer,soundtrack,music_department	tt0091288
nm0006223	composer,soundtrack,music_department	tt0175142
nm0006223	composer,soundtrack,music_department	tt0144117
nm0006223	composer,soundtrack,music_department	tt0099334
nm0006686	actor,producer	tt0279600
nm0006686	actor,producer	tt1765510
nm0006686	actor,producer	tt0175142
nm0006686	actor,producer	tt0352113
nm0006812	costume_designer,actress,costume_department	tt0145056
nm0006812	costume_designer,actress,costume_department	tt0242746
nm0006812	costume_designer,actress,costume_department	tt0270846
nm0006812	costume_designer,actress,costume_department	tt0306047
nm0006969	actress,producer,director	tt1490017
nm0006969	actress,producer,director	tt1392170
nm0006969	actress,producer,director	tt1951265
nm0006969	actress,producer,director	tt0903657
nm0006986	writer,producer,director	tt0414731
nm0006986	writer,producer,director	tt0257106
nm0006986	writer,producer,director	tt0247425
nm0006986	writer,producer,director	tt1403034
nm0007105	camera_department	tt0184858
nm0007105	camera_department	tt0414982
nm0007105	camera_department	tt0175142
nm0007105	camera_department	tt0425430
nm0008482	music_department,soundtrack,actor	tt0417909
nm0008482	music_department,soundtrack,actor	tt1333125
nm0008482	music_department,soundtrack,actor	tt0377355
nm0008482	music_department,soundtrack,actor	tt0338466
nm0009016	actor,director,producer	tt0397065
nm0009016	actor,director,producer	tt0212338
nm0009016	actor,director,producer	tt5073756
nm0009016	actor,director,producer	tt0175142
nm0009919	actor	tt0119700
nm0009919	actor	tt0426371
nm0009919	actor	tt0870111
nm0009919	actor	tt0257106
nm0010282	camera_department	tt0090169
nm0010282	camera_department	tt3322940
nm0010282	camera_department	tt1333125
nm0010282	camera_department	tt0240462
nm0010859	director,writer,editor	tt14527626
nm0010859	director,writer,editor	tt1052002
nm0010859	director,writer,editor	tt0175142
nm0010859	director,writer,editor	tt1315388
nm0011190	cinematographer,camera_department,director	tt9243946
nm0011190	cinematographer,camera_department,director	tt0118665
nm0011190	cinematographer,camera_department,director	tt0120684
nm0011190	cinematographer,camera_department,director	tt0395843
nm0011273	camera_department,actor	tt0257106
nm0011273	camera_department,actor	tt0443706
nm0011273	camera_department,actor	tt0305224
nm0011273	camera_department,actor	tt0369735
nm0011420	costume_designer,costume_department	tt0115221
nm0011420	costume_designer,costume_department	tt1371903
nm0011420	costume_designer,costume_department	tt0257106
nm0011420	costume_designer,costume_department	tt0116126
nm0012682	director,editorial_department,animation_department	tt0081455
nm0012682	director,editorial_department,animation_department	tt0096697
nm0012682	director,editorial_department,animation_department	tt0082782
nm0012682	director,editorial_department,animation_department	tt0462538
nm0013953	miscellaneous,actress,camera_department	tt0200925
nm0013953	miscellaneous,actress,camera_department	tt0257106
nm0013953	miscellaneous,actress,camera_department	tt0251057
nm0016050	special_effects	tt0362120
nm0016050	special_effects	tt0978764
nm0016050	special_effects	tt0296572
nm0016050	special_effects	tt0406759
nm0017556	actor,location_management	tt0233142
nm0017556	actor,location_management	tt3829920
nm0017556	actor,location_management	tt0362120
nm0017556	actor,location_management	tt0903747
nm0018145	music_department,composer,soundtrack	tt1490017
nm0018145	music_department,composer,soundtrack	tt0085862
nm0018145	music_department,composer,soundtrack	tt0064116
nm0018145	music_department,composer,soundtrack	tt0411475
nm0018339	art_department	tt1490017
nm0018339	art_department	tt0264616
nm0018339	art_department	tt0118749
nm0020018	actor	tt0409459
nm0020018	actor	tt1439741
nm0020018	actor	tt0118480
nm0020018	actor	tt0362120
nm0021263	animation_department,art_department	tt0780521
nm0021263	animation_department,art_department	tt0462538
nm0021263	animation_department,art_department	tt0181739
nm0021263	animation_department,art_department	tt0129167
nm0022901	actor,producer,soundtrack	tt0085470
nm0022901	actor,producer,soundtrack	tt0389790
nm0022901	actor,producer,soundtrack	tt0131675
nm0022901	actor,producer,soundtrack	tt0102034
nm0023315	producer,writer,miscellaneous	tt0257106
nm0023315	producer,writer,miscellaneous	tt0381707
nm0023315	producer,writer,miscellaneous	tt0430304
nm0023315	producer,writer,miscellaneous	tt2243537
nm0024990	camera_department,actor,art_department	tt1333125
nm0024990	camera_department,actor,art_department	tt1415282
nm0024990	camera_department,actor,art_department	tt0197072
nm0024990	camera_department,actor,art_department	tt0142804
nm0025220	special_effects	tt0362120
nm0025220	special_effects	tt0486674
nm0025220	special_effects	tt0111070
nm0025220	special_effects	tt0116260
nm0025711	camera_department	tt0257106
nm0025711	camera_department	tt0132910
nm0025711	camera_department	tt0206314
nm0025711	camera_department	tt0202677
nm0025712	art_department,production_designer,art_director	tt1333125
nm0025712	art_department,production_designer,art_director	tt0421045
nm0025712	art_department,production_designer,art_director	tt0189340
nm0025712	art_department,production_designer,art_director	tt0164802
nm0026433	director,animation_department,assistant_director	tt0108755
nm0026433	director,animation_department,assistant_director	tt0125051
nm0026433	director,animation_department,assistant_director	tt0096697
nm0026433	director,animation_department,assistant_director	tt0462538
nm0026672	costume_department,costume_designer,miscellaneous	tt0362120
nm0026672	costume_department,costume_designer,miscellaneous	tt1131734
nm0026672	costume_department,costume_designer,miscellaneous	tt0449487
nm0026672	costume_department,costume_designer,miscellaneous	tt0454945
nm0027214	director,animation_department,art_department	tt0090615
nm0027214	director,animation_department,art_department	tt0462538
nm0027214	director,animation_department,art_department	tt0102185
nm0027214	director,animation_department,art_department	tt0096697
nm0029449	miscellaneous,script_department	tt0123755
nm0029449	miscellaneous,script_department	tt2937898
nm0029449	miscellaneous,script_department	tt1333125
nm0029449	miscellaneous,script_department	tt0274905
nm0033704	animation_department,art_department,director	tt1139628
nm0033704	animation_department,art_department,director	tt0118375
nm0033704	animation_department,art_department,director	tt2861424
nm0033704	animation_department,art_department,director	tt0462538
nm0033730	actor	tt0362120
nm0033730	actor	tt0404032
nm0033730	actor	tt0100436
nm0033730	actor	tt0118480
nm0034190	composer,soundtrack,music_department	tt0144117
nm0034190	composer,soundtrack,music_department	tt0175142
nm0034190	composer,soundtrack,music_department	tt3014866
nm0034190	composer,soundtrack,music_department	tt1937264
nm0035520	camera_department,actor	tt1333125
nm0035520	camera_department,actor	tt0935075
nm0035520	camera_department,actor	tt0443465
nm0035520	camera_department,actor	tt1615147
nm0035626	soundtrack,actor,composer	tt1956620
nm0035626	soundtrack,actor,composer	tt0462538
nm0035626	soundtrack,actor,composer	tt0465602
nm0035626	soundtrack,actor,composer	tt1055369
nm0035702	camera_department,cinematographer,visual_effects	tt0175142
nm0035702	camera_department,cinematographer,visual_effects	tt0097778
nm0035702	camera_department,cinematographer,visual_effects	tt0088088
nm0035702	camera_department,cinematographer,visual_effects	tt0160277
nm0036524	camera_department,miscellaneous,producer	tt0093777
nm0036524	camera_department,miscellaneous,producer	tt0112715
nm0036524	camera_department,miscellaneous,producer	tt1333125
nm0036524	camera_department,miscellaneous,producer	tt0096256
nm0039272	animation_department,art_department,visual_effects	tt5117670
nm0039272	animation_department,art_department,visual_effects	tt4116284
nm0039272	animation_department,art_department,visual_effects	tt1490017
nm0039272	animation_department,art_department,visual_effects	tt1219342
nm0047078	animation_department,art_department,assistant_director	tt0118617
nm0047078	animation_department,art_department,assistant_director	tt0120913
nm0047078	animation_department,art_department,assistant_director	tt1219342
nm0047078	animation_department,art_department,assistant_director	tt4116284
nm0051382	soundtrack,actor,composer	tt0472399
nm0051382	soundtrack,actor,composer	tt0244244
nm0051382	soundtrack,actor,composer	tt0259711
nm0051382	soundtrack,actor,composer	tt4116284
nm0052186	actor,writer,producer	tt2396589
nm0052186	actor,writer,producer	tt9243946
nm0052186	actor,writer,producer	tt0903747
nm0052186	actor,writer,producer	tt0086856
nm0053203	sound_department,editorial_department	tt9243946
nm0053203	sound_department,editorial_department	tt1663202
nm0053203	sound_department,editorial_department	tt0903747
nm0053203	sound_department,editorial_department	tt0113855
nm0054933	miscellaneous	tt0150021
nm0054933	miscellaneous	tt0120901
nm0054933	miscellaneous	tt0306047
nm0054933	miscellaneous	tt0236348
nm0055382	camera_department,cinematographer	tt2582782
nm0055382	camera_department,cinematographer	tt0252501
nm0055382	camera_department,cinematographer	tt9243946
nm0055382	camera_department,cinematographer	tt2557490
nm0056057	costume_department,costume_designer	tt0362120
nm0056057	costume_department,costume_designer	tt1447723
nm0056057	costume_department,costume_designer	tt0452718
nm0056057	costume_department,costume_designer	tt0430634
nm0057221	actor	tt0257106
nm0057221	actor	tt0111405
nm0057221	actor	tt0135079
nm0057221	actor	tt0112090
nm0057940	miscellaneous,production_manager	tt0371606
nm0057940	miscellaneous,production_manager	tt0275847
nm0057940	miscellaneous,production_manager	tt0462538
nm0057940	miscellaneous,production_manager	tt0120855
nm0058793	actor,miscellaneous	tt0899106
nm0058793	actor,miscellaneous	tt0112431
nm0058793	actor,miscellaneous	tt0884328
nm0058793	actor,miscellaneous	tt1490017
nm0059282	stunts,miscellaneous	tt0240515
nm0059282	stunts,miscellaneous	tt0306047
nm0059282	stunts,miscellaneous	tt0160277
nm0059282	stunts,miscellaneous	tt0238552
nm0059759	make_up_department	tt0101463
nm0059759	make_up_department	tt2364582
nm0059759	make_up_department	tt0106179
nm0059759	make_up_department	tt9243946
nm0060998	art_department,art_director	tt0171580
nm0060998	art_department,art_director	tt0239949
nm0060998	art_department,art_director	tt0257106
nm0060998	art_department,art_director	tt0118631
nm0061043	special_effects,miscellaneous,actor	tt5709188
nm0061043	special_effects,miscellaneous,actor	tt4591310
nm0061043	special_effects,miscellaneous,actor	tt0164052
nm0061043	special_effects,miscellaneous,actor	tt0257106
nm0061521	art_department,animation_department,editorial_department	tt0118375
nm0061521	art_department,animation_department,editorial_department	tt0111875
nm0061521	art_department,animation_department,editorial_department	tt0462538
nm0061521	art_department,animation_department,editorial_department	tt0096697
nm0061870	art_department,animation_department,miscellaneous	tt0091920
nm0061870	art_department,animation_department,miscellaneous	tt0462538
nm0061870	art_department,animation_department,miscellaneous	tt0096697
nm0061870	art_department,animation_department,miscellaneous	tt0206512
nm0062256	special_effects	tt0257106
nm0062256	special_effects	tt0257756
nm0062256	special_effects	tt0118583
nm0062256	special_effects	tt0120611
nm0064556	producer,writer,miscellaneous	tt0277371
nm0064556	producer,writer,miscellaneous	tt0116126
nm0064556	producer,writer,miscellaneous	tt0795461
nm0064556	producer,writer,miscellaneous	tt0175142
nm0065834	animation_department,actress,visual_effects	tt0780521
nm0065834	animation_department,actress,visual_effects	tt0389790
nm0065834	animation_department,actress,visual_effects	tt0118688
nm0065834	animation_department,actress,visual_effects	tt0397892
nm0066620	art_department	tt6924650
nm0066620	art_department	tt0429493
nm0066620	art_department	tt0175142
nm0066620	art_department	tt0375210
nm0067010	camera_department	tt0175142
nm0067010	camera_department	tt0243595
nm0067010	camera_department	tt0195714
nm0067010	camera_department	tt0188859
nm0069208	miscellaneous,actor	tt0398165
nm0069208	miscellaneous,actor	tt0257106
nm0069208	miscellaneous,actor	tt0118749
nm0069208	miscellaneous,actor	tt0119942
nm0069549	producer,miscellaneous,executive	tt0481499
nm0069549	producer,miscellaneous,executive	tt0892769
nm0069549	producer,miscellaneous,executive	tt0389790
nm0069549	producer,miscellaneous,executive	tt0158811
nm0069848	animation_department,camera_department	tt0084509
nm0069848	animation_department,camera_department	tt0104009
nm0069848	animation_department,camera_department	tt0462538
nm0069848	animation_department,camera_department	tt0096697
nm0070477	art_department,actor	tt0111438
nm0070477	art_department,actor	tt0319343
nm0070477	art_department,actor	tt0314431
nm0070477	art_department,actor	tt0306047
nm0071323	sound_department	tt5071412
nm0071323	sound_department	tt3032476
nm0071323	sound_department	tt8697870
nm0071323	sound_department	tt9243946
nm0071786	actor	tt0280380
nm0071786	actor	tt0118480
nm0071786	actor	tt0362120
nm0071786	actor	tt0086625
nm0072476	actor,producer,writer	tt0460649
nm0072476	actor,producer,writer	tt3228420
nm0072476	actor,producer,writer	tt10094378
nm0072476	actor,producer,writer	tt4116284
nm0073286	art_department,set_decorator	tt0175142
nm0073286	art_department,set_decorator	tt0402910
nm0073286	art_department,set_decorator	tt0499556
nm0073286	art_department,set_decorator	tt0457572
nm0077615	actor	tt0113497
nm0077615	actor	tt0090655
nm0077615	actor	tt0175142
nm0077615	actor	tt0758730
nm0081572	actor,soundtrack,writer	tt0362120
nm0081572	actor,soundtrack,writer	tt0116908
nm0081572	actor,soundtrack,writer	tt0139809
nm0081572	actor,soundtrack,writer	tt0352248
nm0083591	camera_department,cinematographer	tt0070438
nm0083591	camera_department,cinematographer	tt0175142
nm0083591	camera_department,cinematographer	tt0094608
nm0083591	camera_department,cinematographer	tt0097388
nm0084190	art_department,writer,actor	tt0327084
nm0084190	art_department,writer,actor	tt1725156
nm0084190	art_department,writer,actor	tt0892782
nm0084190	art_department,writer,actor	tt0389790
nm0086578	art_department	tt0306047
nm0086578	art_department	tt0311941
nm0086578	art_department	tt0170669
nm0086578	art_department	tt0113666
nm0089680	producer,miscellaneous,manager	tt0175142
nm0089680	producer,miscellaneous,manager	tt2243537
nm0089680	producer,miscellaneous,manager	tt0119709
nm0089680	producer,miscellaneous,manager	tt0257106
nm0089890	make_up_department	tt3473134
nm0089890	make_up_department	tt0811106
nm0089890	make_up_department	tt1333125
nm0089890	make_up_department	tt0109198
nm0089985	animation_department,visual_effects,director	tt0185431
nm0089985	animation_department,visual_effects,director	tt0362120
nm0089985	animation_department,visual_effects,director	tt0417148
nm0089985	animation_department,visual_effects,director	tt0494232
nm0090785	actor,writer,producer	tt0265208
nm0090785	actor,writer,producer	tt1667082
nm0090785	actor,writer,producer	tt0305669
nm0090785	actor,writer,producer	tt0362120
nm0091165	sound_department,actress	tt9243946
nm0091165	sound_department,actress	tt0903747
nm0091165	sound_department,actress	tt0202677
nm0091165	sound_department,actress	tt0424136
nm0094864	visual_effects,animation_department	tt0117705
nm0094864	visual_effects,animation_department	tt0181739
nm0094864	visual_effects,animation_department	tt0129167
nm0094864	visual_effects,animation_department	tt0462538
nm0097705	camera_department,casting_department,assistant_director	tt0499556
nm0097705	camera_department,casting_department,assistant_director	tt0306047
nm0097705	camera_department,casting_department,assistant_director	tt0245674
nm0097705	camera_department,casting_department,assistant_director	tt0795439
nm0099927	camera_department,art_department,music_department	tt0298814
nm0099927	camera_department,art_department,music_department	tt0417148
nm0099927	camera_department,art_department,music_department	tt1540011
nm0099927	camera_department,art_department,music_department	tt0306047
nm0100822	art_department,animation_department,actor	tt0101076
nm0100822	art_department,animation_department,actor	tt1139628
nm0100822	art_department,animation_department,actor	tt0462538
nm0100822	art_department,animation_department,actor	tt0096697
nm0103368	costume_designer,costume_department	tt1844624
nm0103368	costume_designer,costume_department	tt1217588
nm0103368	costume_designer,costume_department	tt0946997
nm0103368	costume_designer,costume_department	tt0306047
nm0105647	visual_effects,miscellaneous	tt0118583
nm0105647	visual_effects,miscellaneous	tt0120915
nm0105647	visual_effects,miscellaneous	tt0481499
nm0105647	visual_effects,miscellaneous	tt0389790
nm0107023	actor,writer	tt0118480
nm0107023	actor,writer	tt0458525
nm0107023	actor,writer	tt0306047
nm0107023	actor,writer	tt0831387
nm0107108	actor,miscellaneous	tt0167720
nm0107108	actor,miscellaneous	tt0120142
nm0107108	actor,miscellaneous	tt0243652
nm0107108	actor,miscellaneous	tt0306047
nm0108670	editor,editorial_department,sound_department	tt0462538
nm0108670	editor,editorial_department,sound_department	tt0101175
nm0108670	editor,editorial_department,sound_department	tt0096697
nm0108670	editor,editorial_department,sound_department	tt0108734
nm0108849	art_department	tt0257106
nm0108849	art_department	tt0102510
nm0108849	art_department	tt0115685
nm0108849	art_department	tt0104437
nm0109494	camera_department,cinematographer	tt0137094
nm0109494	camera_department,cinematographer	tt0118539
nm0109494	camera_department,cinematographer	tt0221197
nm0109494	camera_department,cinematographer	tt1333125
nm0115598	camera_department	tt0175142
nm0115598	camera_department	tt0401855
nm0115598	camera_department	tt0310357
nm0115598	camera_department	tt0364817
nm0115831	actor	tt0369226
nm0115831	actor	tt0103442
nm0115831	actor	tt0119380
nm0115831	actor	tt0175142
nm0117206	actor,writer	tt0204993
nm0117206	actor,writer	tt0120667
nm0117206	actor,writer	tt0113497
nm0117206	actor,writer	tt0175142
nm0121323	actor,soundtrack	tt1091722
nm0121323	actor,soundtrack	tt0362120
nm0121323	actor,soundtrack	tt0349825
nm0121323	actor,soundtrack	tt0331632
nm0122415	transportation_department,make_up_department	tt0116287
nm0122415	transportation_department,make_up_department	tt0111418
nm0122415	transportation_department,make_up_department	tt1079360
nm0122415	transportation_department,make_up_department	tt1333125
nm0123262	editorial_department,editor,actor	tt4116284
nm0123262	editorial_department,editor,actor	tt1219342
nm0123262	editorial_department,editor,actor	tt1490017
nm0123262	editorial_department,editor,actor	tt7504818
nm0129068	assistant_director,miscellaneous,producer	tt0460780
nm0129068	assistant_director,miscellaneous,producer	tt0375210
nm0129068	assistant_director,miscellaneous,producer	tt9086228
nm0129068	assistant_director,miscellaneous,producer	tt0175142
nm0129815	soundtrack,composer,music_department	tt0409459
nm0129815	soundtrack,composer,music_department	tt0486946
nm0129815	soundtrack,composer,music_department	tt9243946
nm0129815	soundtrack,composer,music_department	tt0117333
nm0132655	actor	tt0991178
nm0132655	actor	tt0285531
nm0132655	actor	tt0362120
nm0132655	actor	tt0233142
nm0137800	actor,director,writer	tt1333125
nm0137800	actor,director,writer	tt0487044
nm0137800	actor,director,writer	tt1935310
nm0137800	actor,director,writer	tt1381421
nm0137895	visual_effects	tt1483013
nm0137895	visual_effects	tt1104001
nm0137895	visual_effects	tt0318081
nm0137895	visual_effects	tt0257106
nm0138402	camera_department,visual_effects	tt0257106
nm0138402	camera_department,visual_effects	tt0183649
nm0138402	camera_department,visual_effects	tt0118571
nm0138402	camera_department,visual_effects	tt0120669
nm0139867	director,producer	tt0195945
nm0139867	director,producer	tt0317303
nm0139867	director,producer	tt1333125
nm0139867	director,producer	tt1114740
nm0141574	animation_department,art_department,art_director	tt0101076
nm0141574	animation_department,art_department,art_director	tt0108783
nm0141574	animation_department,art_department,art_director	tt0462538
nm0141574	animation_department,art_department,art_director	tt0092476
nm0142818	animation_department,art_department,actor	tt0780521
nm0142818	animation_department,art_department,actor	tt0462538
nm0142818	animation_department,art_department,actor	tt0116583
nm0142818	animation_department,art_department,actor	tt0117705
nm0144657	actor,soundtrack,producer	tt0117705
nm0144657	actor,soundtrack,producer	tt0462538
nm0144657	actor,soundtrack,producer	tt0096697
nm0144657	actor,soundtrack,producer	tt1650062
nm0145117	animation_department,art_director,producer	tt0104254
nm0145117	animation_department,art_director,producer	tt0111948
nm0145117	animation_department,art_director,producer	tt0082509
nm0145117	animation_department,art_director,producer	tt0462538
nm0146204	assistant_director,miscellaneous,location_management	tt0238552
nm0146204	assistant_director,miscellaneous,location_management	tt0175142
nm0146204	assistant_director,miscellaneous,location_management	tt0192111
nm0146204	assistant_director,miscellaneous,location_management	tt0332375
nm0146944	special_effects	tt0104231
nm0146944	special_effects	tt0119094
nm0146944	special_effects	tt0257106
nm0146944	special_effects	tt0111400
nm0152868	production_designer,art_department,art_director	tt1547230
nm0152868	production_designer,art_department,art_director	tt3566726
nm0152868	production_designer,art_department,art_director	tt0118655
nm0152868	production_designer,art_department,art_director	tt0257106
nm0154341	stunts,miscellaneous	tt0184894
nm0154341	stunts,miscellaneous	tt0306047
nm0154341	stunts,miscellaneous	tt0141627
nm0154341	stunts,miscellaneous	tt0082902
nm0154615	animation_department,art_department,art_director	tt0462538
nm0154615	animation_department,art_department,art_director	tt1817232
nm0154615	animation_department,art_department,art_director	tt0118829
nm0154615	animation_department,art_department,art_director	tt0129167
nm0154831	animation_department,director,writer	tt0129167
nm0154831	animation_department,director,writer	tt0181739
nm0154831	animation_department,director,writer	tt10105580
nm0154831	animation_department,director,writer	tt0462538
nm0157267	music_department,sound_department,soundtrack	tt0424573
nm0157267	music_department,sound_department,soundtrack	tt0110490
nm0157267	music_department,sound_department,soundtrack	tt0120667
nm0157267	music_department,sound_department,soundtrack	tt0306047
nm0157294	actor,writer,miscellaneous	tt0965394
nm0157294	actor,writer,miscellaneous	tt0458525
nm0157294	actor,writer,miscellaneous	tt1325004
nm0157294	actor,writer,miscellaneous	tt0306047
nm0158859	animation_department,art_department,visual_effects	tt0462538
nm0158859	animation_department,art_department,visual_effects	tt0120794
nm0158859	animation_department,art_department,visual_effects	tt0131613
nm0158859	animation_department,art_department,visual_effects	tt0110357
nm0159871	sound_department,composer,writer	tt4716268
nm0159871	sound_department,composer,writer	tt2404233
nm0159871	sound_department,composer,writer	tt1392190
nm0159871	sound_department,composer,writer	tt1490017
nm0160190	make_up_department	tt0186045
nm0160190	make_up_department	tt0203019
nm0160190	make_up_department	tt0362120
nm0163298	miscellaneous,production_manager,visual_effects	tt1133985
nm0163298	miscellaneous,production_manager,visual_effects	tt0181875
nm0163298	miscellaneous,production_manager,visual_effects	tt0389790
nm0163298	miscellaneous,production_manager,visual_effects	tt0441773
nm0163718	miscellaneous,producer,editorial_department	tt1315981
nm0163718	miscellaneous,producer,editorial_department	tt1333125
nm0163718	miscellaneous,producer,editorial_department	tt4847454
nm0163718	miscellaneous,producer,editorial_department	tt1711425
nm0164465	miscellaneous,actor,writer	tt0110443
nm0164465	miscellaneous,actor,writer	tt0257106
nm0164465	miscellaneous,actor,writer	tt0119099
nm0164465	miscellaneous,actor,writer	tt0241760
nm0167540	special_effects,miscellaneous,actor	tt0127388
nm0167540	special_effects,miscellaneous,actor	tt0306047
nm0167540	special_effects,miscellaneous,actor	tt0120601
nm0167540	special_effects,miscellaneous,actor	tt0412639
nm0168907	actress,soundtrack	tt0901476
nm0168907	actress,soundtrack	tt0116695
nm0168907	actress,soundtrack	tt0175142
nm0168907	actress,soundtrack	tt0098830
nm0170654	art_department,production_designer	tt0084726
nm0170654	art_department,production_designer	tt0079945
nm0170654	art_department,production_designer	tt0257106
nm0170654	art_department,production_designer	tt0082213
nm0171410	soundtrack,actor,composer	tt1229340
nm0171410	soundtrack,actor,composer	tt9243946
nm0171410	soundtrack,actor,composer	tt0188013
nm0171410	soundtrack,actor,composer	tt0116908
nm0172579	miscellaneous	tt0435528
nm0172579	miscellaneous	tt0113238
nm0172579	miscellaneous	tt0306047
nm0172579	miscellaneous	tt0317676
nm0173320	actor,miscellaneous	tt0175142
