id	name	birthDate	deathDate	role	movies
nm4682124	Jade Willems	\N	\N	animation_department,visual_effects,miscellaneous	tt4116284,tt3014284,tt1490017,tt5117670
nm4688788	Peter Charron	\N	\N	art_department,special_effects	tt0978764,tt1601913,tt1231587,tt0362120
nm4690965	Rachel Lively	\N	\N	art_department,production_designer,make_up_department	tt1413492,tt2011276,tt9243946,tt2518848
nm4707995	Michael R.W. Anderson	\N	\N	visual_effects,art_department,animation_department	tt2948356,tt2245084,tt1490017,tt3521164
nm4708200	Janine Palmieri Fletcher	\N	\N	miscellaneous,art_department,costume_department	tt3032476,tt3647498,tt1334102,tt9243946
nm4708377	Dan Crean	\N	\N	soundtrack,music_department	tt3628584,tt8522006,tt4116284,tt1133993
nm4715826	Rene Rigal	\N	\N	producer	tt1333125,tt1711425,tt1253864,tt3420742
nm4716428	Rhys Clapcott	\N	\N	visual_effects,animation_department	tt1446714,tt1318514,tt0499549,tt1490017
nm4734074	Fraser Murray	\N	\N	soundtrack	tt4116284
nm4739019	John Turello	\N	\N	animation_department,visual_effects	tt1490017,tt5117670,tt4877122,tt1985949
nm4749753	Caroline Grubb	\N	\N	visual_effects,producer,miscellaneous	tt0267913,tt1219342,tt1490017,tt1343092
nm4754130	Jennifer Jarboe	\N	\N	stunts	tt0257106
nm4755701	Rachael Byrne	\N	\N	producer,visual_effects,animation_department	tt1490017,tt10384400,tt5562940,tt1402488
nm4755935	Nick Milodragovich	\N	\N	editorial_department,producer,miscellaneous	tt1606703,tt4474344,tt2359051,tt9243946
nm4762441	Simon Björk	\N	\N	visual_effects	tt4080728,tt1333125,tt5727282,tt1613750
nm4771177	Luke MacKay	\N	\N	editorial_department,editor	tt3978744,tt6044598,tt1490017,tt8456190
nm4774656	Raphaël Gadot	\N	\N	visual_effects	tt1477834,tt1490017,tt1877830,tt3410834
nm4782034	Sarah Robinson	\N	\N	art_department	tt1092026,tt5052474,tt6412452,tt9243946
nm4794908	Wendell Campbell	\N	\N	art_department,assistant_director	tt2124947,tt1333125
nm4809215	Harry Pashley	\N	\N	sound_department,actor,miscellaneous	tt1490017,tt3704428,tt14452228,tt1402488
nm4816462	Jose A. Anaya	\N	\N	miscellaneous	tt5709188,tt1333125,tt1848902,tt1532503
nm4816595	Jose Plasencia	\N	\N	miscellaneous,actor	tt3460606,tt1333125,tt1532503
nm4821506	Siva Sankar	\N	\N	visual_effects	tt1667353,tt1262416,tt1562871,tt1333125
nm4836113	Jaideep Khadilkar	\N	\N	visual_effects	tt3513498,tt4116284,tt3014284,tt1562871
nm4840485	Neil Bleifeld	\N	\N	camera_department	tt1637706,tt1333125,tt1817273,tt0981227
nm4850160	Eric Efstratiadis	\N	\N	miscellaneous	tt4154664,tt3014284,tt4116284,tt1490017
nm4859863	Emma DuPell	\N	\N	editorial_department,editor,miscellaneous	tt4116284,tt6491178,tt1620981,tt2400463
nm4862076	Jane Drewett	\N	\N	camera_department,actress,visual_effects	tt3014284,tt4624424,tt4116284,tt2254552
nm4862217	Mallorie McConnell	\N	\N	costume_department,art_department	tt2209764,tt9243946,tt3397884,tt3315342
nm4869516	Dorian Blanco	\N	\N	camera_department,actor	tt6878306,tt9243946,tt3829920,tt5052474
nm4878718	Simon Harris	\N	\N	soundtrack	tt1490017,tt0901476,tt0384642,tt0350028
nm4882348	Bryan Parsons	\N	\N	art_department	tt1333125,tt1447067
nm4885731	Robert C. Linke	\N	\N	camera_department	tt3729920,tt1242460,tt1531924,tt1333125
nm4897123	Shannon Armstrong	\N	\N	visual_effects,animation_department	tt1490017,tt1318514,tt0903624,tt1343092
nm4904032	Dan Bryce	\N	\N	visual_effects,miscellaneous,animation_department	tt3861390,tt1490017,tt1418377,tt3704428
nm4906047	Chris Georgiou	\N	\N	art_department,animation_department	tt1219342,tt1490017,tt0389911,tt1762399
nm4930443	George Burrows	\N	\N	visual_effects,miscellaneous	tt4116284,tt1490017,tt2395427,tt1343092
nm4937195	Doug Thomas	\N	\N	art_department	tt0203755,tt0257106
nm4947723	Christian Gloor	\N	\N	visual_effects	tt2034800,tt4116284,tt2679042,tt0369610
nm4959464	Tiffany Rink	\N	\N	costume_department,art_department,costume_designer	tt4046784,tt10696784,tt3315342,tt9243946
nm4973414	Carla Connor	\N	\N	production_manager,animation_department,producer	tt5206260,tt1490017,tt1430607,tt2296777
nm4992878	Kyle Strong	\N	\N	camera_department	tt1333125,tt0397442
nm4993708	Valerie Allerton	\N	\N	miscellaneous	tt8512306,tt4116284,tt3014284
nm5000758	Adam Brown	\N	\N	production_manager,actor,miscellaneous	tt0389790,tt4633694,tt1430607,tt0481499
nm5007819	Carl Merriam	\N	\N	actor,art_department	tt2353861,tt4116284
nm5011561	Keiran Lee	\N	\N	editorial_department,visual_effects,camera_department	tt8376234,tt0293429,tt5117670,tt4116284
nm5020491	Carl Werner	\N	\N	soundtrack	tt0460681,tt1490017,tt2326554
nm5072419	Scott Girshek	\N	\N	art_department	tt0947798,tt1333125
nm5078087	Manuel Castillo	\N	\N	miscellaneous	tt1646980,tt1333125
nm5088149	Damian Pin	\N	\N	animation_department	tt2382903,tt4116284,tt5117670,tt9239422
nm5088997	Eyo Peters	\N	\N	animation_department	tt2515472,tt3496764,tt1333125,tt1512235
nm5101779	Mitch Amino	\N	\N	animation_department,visual_effects,miscellaneous	tt0126029,tt0138749,tt0120794,tt0389790
nm5109132	Andy Wakeley	\N	\N	animation_department,visual_effects	tt5709188,tt4575576,tt4116284,tt2637276
nm5134609	Schuyler Vizcarra	\N	\N	art_department,actor,set_decorator	tt9243946,tt3227708,tt1621427,tt3032476
nm5150110	Mario Gabrieli	\N	\N	sound_department	tt4116284,tt3014284,tt2316204,tt1392190
nm5150931	Claire Wang	\N	\N	producer,miscellaneous,art_director	tt2258602,tt3594826,tt1490017,tt3830420
nm5151961	Mark De Vivo	\N	\N	visual_effects,miscellaneous	tt3416828,tt3014284,tt4116284,tt0848537
nm5165078	Karim El-Masry	1988	\N	visual_effects,director,writer	tt9243946,tt4574334,tt12361974,tt1308728
nm5165110	Craig Peck	\N	\N	animation_department,visual_effects	tt3469046,tt1490017,tt2015381,tt1402488
nm5169754	Ariana Lipsman	\N	\N	miscellaneous	tt10016180,tt9243946
nm5186395	Julia Goldman	\N	\N	art_department	tt0359950,tt0988045,tt5658242,tt1333125
nm5195932	Stefano Tabacco	\N	\N	visual_effects,miscellaneous	tt1454468,tt1490017,tt0386117,tt1343092
nm5219872	Rakesh Gavand	\N	\N	visual_effects	tt1333125,tt1667353,tt2848824
nm5220080	Christina Siebeneicher	\N	\N	miscellaneous	tt1206543,tt1667353,tt1711425,tt1333125
nm5220316	Partha Mondal	\N	\N	visual_effects	tt9421570,tt12273140,tt1667353,tt1333125
nm5220378	Udit Kumar	\N	\N	visual_effects	tt1667353,tt1333125
nm5231537	Bart Van Der Roost	\N	\N	music_department	tt1655442,tt0389790
nm5232214	Chris Chapman	\N	\N	camera_department	tt1333125,tt1568911
nm5235726	Rick Rekedal	\N	\N	miscellaneous,producer	tt0481499,tt8264924,tt0389790
nm5246804	Claudio Ramos	\N	\N	miscellaneous,producer	tt0481499,tt0892782,tt0389790,tt1446192
nm5265227	Arunraj Kumar	\N	\N	visual_effects	tt1562871,tt1333125,tt5294550
nm5280827	Jesse Heidenfeld	\N	\N	camera_department,miscellaneous,cinematographer	tt5131906,tt9243946,tt3032476,tt2558996
nm5281602	Ryan Halprin	\N	\N	producer,actor,miscellaneous	tt4116284,tt1241317,tt3014284,tt1490017
nm5290238	Jeff Lewis	\N	\N	soundtrack,actor	tt4116284,tt3014284,tt4501244,tt1981677
nm5322950	Amanda Farinos	\N	\N	visual_effects,miscellaneous,actress	tt0918940,tt1490017,tt1528100,tt1976009
nm5345627	Hayley Beisler	\N	\N	art_department,production_manager,camera_department	tt2487152,tt4116284,tt3513498,tt1490017
nm5347768	Michael McDonald	\N	\N	camera_department	tt2215285,tt0458364,tt1333125
nm5353332	Barry Pointer	\N	\N	music_department,soundtrack,producer	tt3104988,tt2403029,tt4116284,tt0831387
nm5353470	Mattia Bruno	\N	\N	visual_effects,special_effects	tt4116284,tt2015381,tt3717252,tt1211837
nm5372557	Laura Hofmann	\N	\N	production_manager,visual_effects,miscellaneous	tt1446192,tt2224026,tt0389790,tt0892791
nm5403127	Dani Bonder	\N	\N	miscellaneous,producer,script_department	tt6495770,tt5294518,tt6334354,tt9243946
nm5419497	Mylissa Fitzsimmons	\N	\N	producer,writer,director	tt11131918,tt5867756,tt0389790,tt7379326
nm5420056	Anthony Reynolds	\N	\N	stunts,miscellaneous,actor	tt4633690,tt2479478,tt2404435,tt9243946
nm5431351	Jason Williams	\N	\N	miscellaneous,animation_department	tt1217209,tt0389790,tt1453405
nm5440828	Robert Calendro	\N	\N	camera_department	tt1957484,tt1333125,tt2017109
nm5449105	Sheldon Vella	\N	\N	art_department,animation_department	tt1877889,tt4116284,tt0278238,tt4902736
nm5466504	Òscar Senén	\N	\N	music_department,composer	tt2382320,tt3062096,tt4116284,tt8968534
nm5472118	Larry Eugene Sanders II	\N	\N	actor	tt1333125
nm5472209	Cherina Monteniques Scott	1982	\N	actress	tt1333125
nm5472270	Elbe Van Der Merwe	\N	\N	actress	tt1333125
nm5472379	Phillip Michaels	\N	\N	actor	tt1333125
nm5472496	Cathy Cliften	\N	\N	actress	tt1333125
nm5472597	Jarrett Carter	\N	\N	actor	tt1333125
nm5472664	Coleen Hoffman	\N	\N	actress	tt1333125
nm5472729	Monique Delee	\N	\N	actress	tt1333125
nm5472895	Ed Blythe	\N	\N	actor	tt1333125
nm5473055	Montana Byrne	\N	\N	actress,music_department	tt1333125,tt0063951,tt3040470,tt1859558
nm5473154	Josh Shuman	\N	\N	actor	tt1333125
nm5476135	Lori O'Connell	\N	\N	stunts,actress,writer	tt3829266,tt9900092,tt0362120,tt4047038
nm5493355	Nolan Hooper	\N	\N	production_designer,miscellaneous	tt1333125
nm5494310	Rick Allen	\N	\N	make_up_department	tt1333125
nm5494822	Jenna Menard	\N	\N	make_up_department	tt1333125
nm5505513	Ryan Strong	\N	\N	camera_department	tt1670345,tt2191671,tt1333125,tt0098844
nm5514016	George Varettas	\N	\N	animation_department,visual_effects	tt4116284,tt1843866,tt1418377,tt5758778
nm5517406	Rebecca Karch Tomlinson	\N	\N	miscellaneous,producer,executive	tt4116284,tt3513498,tt3778644,tt3014284
nm5523728	Pankaj K.P. Singh	\N	\N	visual_effects,miscellaneous	tt1679335,tt1911658,tt3014284,tt4116284
nm5531998	Jins M. Jose	\N	\N	animation_department,visual_effects	tt4116284,tt4575576,tt7547410,tt5884052
nm5540845	Jonathan Griego	\N	\N	camera_department,art_department,miscellaneous	tt9243946,tt2676420,tt11188682,tt10696784
nm5549233	Melissa Ng	\N	\N	miscellaneous,actress,writer	tt2660888,tt9243946,tt2089664,tt2739420
nm5551022	Blake Bunzel	\N	\N	music_department,sound_department,actor	tt7491982,tt7608248,tt9243946,tt7826376
nm5553464	Davide Munisso	\N	\N	visual_effects,animation_department	tt3014284,tt4116284,tt4682266,tt5463162
nm5561533	Tyson Ratliff	\N	\N	special_effects,art_department,miscellaneous	tt9243946,tt3922818,tt3420504,tt1413492
nm5586401	Terran Seifert	\N	\N	make_up_department,miscellaneous,costume_department	tt4658508,tt4592024,tt4624424,tt4116284
nm5590122	Oliver Dunn	\N	\N	animation_department,visual_effects	tt4154664,tt1490017,tt2034800,tt1809398
nm5609703	Gitte Thorsen	\N	\N	art_department	tt0318251,tt2385670,tt1490017
nm5615273	Kate Kazokas	\N	\N	visual_effects,art_department,production_manager	tt3014284,tt4116284,tt4566758,tt6146586
nm5621285	Claes Kjellstrom	\N	\N	writer	tt1333125
nm5621376	Tobias Carlson	\N	\N	writer,miscellaneous	tt12280340,tt1333125
nm5621400	Jonas Wittenmark	\N	\N	writer,art_director,miscellaneous	tt1333125,tt12280340
nm5643785	Richard Khoury	\N	\N	sound_department,miscellaneous,visual_effects	tt1490017,tt14831532,tt1343092,tt2871770
nm5644060	Matt Jones	\N	\N	miscellaneous,visual_effects	tt3594826,tt2871770,tt1343092,tt1490017
nm5644139	Esther Gomez Rodriguez	\N	\N	miscellaneous	tt2871770,tt1219342,tt1490017
nm5644328	Bryan Smith	\N	\N	visual_effects,miscellaneous	tt3410834,tt0416449,tt1490017,tt1343092
nm5644482	Rebecca Dengate	\N	\N	miscellaneous	tt2871770,tt1490017
nm5644626	Desmond Chik	\N	\N	visual_effects,miscellaneous	tt1490017,tt1219342,tt1343092,tt0978764
nm5672804	Bill Mayer	\N	\N	art_department	tt1436562,tt0389790
nm5674445	Wei He	\N	\N	visual_effects	tt5117670,tt4116284,tt1418377,tt3014284
nm5678937	Kristoffer Knutson	\N	\N	animation_department	tt1718438,tt2515472,tt1333125
nm5684875	Brendan Thorncraft	\N	\N	visual_effects,miscellaneous	tt1490017,tt1762399
nm5698090	Lauren Swift	\N	\N	miscellaneous	tt1762399,tt1219342,tt1490017
nm5700873	Jonathan Cox	\N	\N	visual_effects	tt3014284,tt5117670,tt4116284
nm5707029	Deirdre Jernigan	\N	\N	art_department,art_director	tt2267998,tt2170299,tt7349662,tt1490017
nm5719368	Aaron Hoffman	\N	\N	visual_effects,animation_department	tt2279373,tt1490017,tt1300854
nm5727769	Gabriel Lin	\N	\N	art_department,animation_department,actor	tt4116284,tt3152592,tt5113040,tt6182908
nm5731835	Jeffrey Smith	\N	\N	visual_effects,animation_department	tt0481499,tt0892782,tt0327554,tt0389790
nm5743913	Adam Eisman	\N	\N	art_department,special_effects	tt9243946,tt4046784,tt6412452,tt2209764
nm5754971	Ally Tai	\N	\N	miscellaneous,production_manager	tt3014284,tt3513498,tt4116284,tt6182908
nm5765734	Andrew Chavez	\N	\N	miscellaneous,sound_department,camera_department	tt5446820,tt5962036,tt8873242,tt9243946
nm5768327	Matthew Ashton	\N	\N	producer,production_manager,miscellaneous	tt3513498,tt4116284,tt1490017,tt5371572
nm5786890	Greg Pittman	\N	\N	miscellaneous	tt2943374,tt0257106
nm5795303	Mariel Sheets	2005	\N	actress,miscellaneous	tt2737304,tt4116284,tt1628841,tt2452042
nm5802121	Paolo Giordana	\N	\N	visual_effects,miscellaneous	tt0470752,tt4116284,tt3014284,tt0831387
nm5844211	Jennifer Kluska	\N	\N	producer,assistant_director,art_department	tt6927444,tt0389790,tt9628244,tt9848626
nm5863412	Melinda Dennis	\N	\N	miscellaneous	tt1490017,tt0103396
nm5895951	Sarah Ryan	\N	\N	music_department	tt0892769,tt0443649,tt1014759,tt0389790
nm5901137	Tim Box	\N	\N	visual_effects,actor	tt3896198,tt4154664,tt3014284,tt4116284
nm5916081	Natalie Wetzig	\N	\N	director,art_department,animation_department	tt3513498,tt9628244,tt4116284,tt3014284
nm5916251	Ali Lakhia	\N	\N	miscellaneous	tt0389790,tt0351283
nm5921499	Lauren DeFelice	\N	\N	visual_effects,miscellaneous,animation_department	tt4116284,tt7979580,tt0848537,tt3014284
nm5921514	Jaclyn Abrahante	\N	\N	visual_effects,miscellaneous,animation_department	tt4116284,tt4154664,tt6141246,tt0993840
nm5928345	Branden DeLangis	\N	\N	miscellaneous,editorial_department,visual_effects	tt2345759,tt4501244,tt2283362,tt4116284
nm5937600	Kieran McSwiney	\N	\N	visual_effects,miscellaneous	tt1490017,tt1343092
nm5950348	Jean-Marc Ariu	\N	\N	visual_effects	tt5117670,tt4116284,tt0339334,tt3014284
nm5956710	Matt Feight	\N	\N	art_department	tt9243946,tt3070102,tt1390398
nm5961174	Melissa G. Baldwin	\N	\N	miscellaneous	tt0481499,tt0389790,tt0318220
nm5961364	Joachim de Brunier	\N	\N	animation_department	tt0389790,tt2224026,tt5888532,tt0481499
nm5961372	Derek Chan	\N	\N	miscellaneous,executive	tt0389790,tt7640006,tt0481499,tt18071320
nm5961377	Rob Wilson	\N	\N	animation_department,miscellaneous	tt0481499,tt0389790
nm5961380	Galen Gornowicz	\N	\N	miscellaneous	tt0389790,tt0481499
nm5961383	Alex Powell	\N	\N	animation_department,miscellaneous	tt0481499,tt0389790
nm5961400	Sreenivasa Kumar Pydi	\N	\N	visual_effects,miscellaneous	tt0389790,tt0481499
nm5961402	Mark Rubin	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961404	Bruce Wilson	\N	\N	miscellaneous	tt0389790,tt0481499
nm5961406	Peter Cucka	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961413	Karl Rasche	\N	\N	visual_effects,miscellaneous	tt0481499,tt0389790
nm5961421	Abby Thompson	\N	\N	miscellaneous	tt0389790,tt0481499
nm5961422	Dennis DeRyke	\N	\N	miscellaneous	tt0389790,tt0481499
nm5961425	Donald R. Hibbard	\N	\N	miscellaneous	tt0389790,tt0481499
nm5961457	Mike Pace	\N	\N	miscellaneous	tt0389790,tt0481499
nm5961459	Jasten Wine	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961469	John Harris	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961470	Anthony C. Lanni	\N	\N	miscellaneous	tt0389790,tt0481499
nm5961485	Thomas A. La Porte	\N	\N	visual_effects,miscellaneous	tt0481499,tt0389790
nm5961494	Michael S. Villareal	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961498	Sue Harrison Marchant	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961500	Beth Jankus	\N	\N	miscellaneous	tt0389790,tt0481499
nm5961506	Shawnis Tinker	\N	\N	miscellaneous	tt0389790,tt0481499
nm5961511	Marica De La Lastra	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961513	Chris Fahland	\N	\N	miscellaneous	tt0389790,tt3070936,tt0481499
nm5961515	Cheryl Friedman	\N	\N	miscellaneous	tt0389790,tt0481499
nm5961518	Catherine D. Giddings	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961524	Robert Kelly	\N	\N	miscellaneous	tt0389790,tt0481499
nm5961527	Julie Shikiya-Pascucci	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961529	Susan Souther	\N	\N	miscellaneous	tt3070936,tt0481499,tt0389790
nm5961532	Joni Torres	\N	\N	miscellaneous	tt2473682,tt0389790,tt1734135,tt0481499
nm5961533	Todd Whitford	\N	\N	miscellaneous	tt0389790,tt0266777,tt0481499,tt0892782
nm5961542	Barb Cimity	\N	\N	producer,production_manager,miscellaneous	tt0389790,tt8858104,tt0481499,tt6591468
nm5961553	Jose Manuel Carrasco	\N	\N	miscellaneous	tt0389790,tt0481499
nm5961554	Mary Ellen Goodwin	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961558	Douglas Paul Isaac	\N	\N	miscellaneous	tt0892782,tt0481499,tt0389790
nm5961562	Dimna Contreras	\N	\N	miscellaneous	tt0389790,tt0481499
nm5961572	Carol Marshall	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961575	Jason Alex	\N	\N	miscellaneous	tt0892782,tt0389790,tt0481499
nm5961576	Belinda Arge	\N	\N	miscellaneous	tt0481499,tt0892782,tt0389790,tt3070936
nm5961577	Antonio Arias	\N	\N	miscellaneous	tt0389790,tt0481499
nm5961579	Lisa Baldwin	\N	\N	miscellaneous	tt0481499,tt0892782,tt0389790
nm5961583	David Bynder	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961584	Jennifer Caruso	\N	\N	miscellaneous	tt0389790,tt0481499
nm5961585	Diana Castellano	\N	\N	miscellaneous	tt0481499,tt0389790,tt0892782
nm5961586	Edgar Cayago	\N	\N	miscellaneous	tt0892782,tt0481499,tt0389790
nm5961589	Sheila Clarke	\N	\N	miscellaneous	tt0389790,tt0481499,tt0892782
nm5961590	Corinne Combs	\N	\N	miscellaneous	tt0389790,tt0481499
nm5961596	Paul Elliott	\N	\N	miscellaneous	tt0389790,tt0481499
nm5961599	Barbara Farrow	\N	\N	miscellaneous	tt0481499,tt0389790,tt0892782
nm5961604	Richard Press	\N	\N	miscellaneous	tt0389790,tt0481499
nm5961605	Victor Rubio	\N	\N	miscellaneous,actor	tt0389790,tt0481499,tt8878716
nm5961606	Linda Sulett	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961610	Kristine Borchard	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961611	Cathy Brillon	\N	\N	miscellaneous	tt0389790,tt0481499,tt0892782
nm5961615	Christopher Cruz	\N	\N	miscellaneous	tt0389790,tt0481499
nm5961616	Pavina Desai	\N	\N	miscellaneous	tt0389790,tt0481499
nm5961617	Laura Fratianne	\N	\N	miscellaneous	tt0389790,tt3070936,tt0481499
nm5961618	Jason Fujimoto	\N	\N	miscellaneous	tt0481499,tt0389790,tt0892782
nm5961620	Michael Hatch	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961621	Cheryl Jordan	\N	\N	miscellaneous	tt0389790,tt0481499,tt0892782
nm5961623	Kelly Kirby	\N	\N	miscellaneous	tt0389790,tt0892782,tt3070936,tt0481499
nm5961627	Sara Lopez	\N	\N	miscellaneous	tt0389790,tt0481499,tt2092158
nm5961630	Gwendolyn Mason	\N	\N	miscellaneous	tt0389790,tt0481499,tt0892782
nm5961631	Ann Mata	\N	\N	miscellaneous	tt0389790,tt0481499
nm5961635	Angela Page	\N	\N	miscellaneous	tt0892782,tt0389790,tt0481499
nm5961637	Ross Pebley	\N	\N	miscellaneous	tt0481499,tt3070936,tt0389790
nm5961638	Velvet Philipps	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961639	Susan Ray	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961646	Dianne Waldman	\N	\N	miscellaneous	tt0389790,tt0892782,tt0481499
nm5961650	Serah Barela	\N	\N	miscellaneous	tt1734135,tt5580664,tt0389790,tt0481499
nm5961651	Meredith Berens	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961653	Peter Campbell	\N	\N	miscellaneous	tt0481499,tt1623757,tt0389790
nm5961655	Alane Chang Conti	\N	\N	miscellaneous	tt0389790,tt10436228,tt0481499
nm5961656	Michele Davis	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961657	Becky DeSouza	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961663	Liz Gray	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961675	Vince Rizzi	\N	\N	miscellaneous,art_department	tt0389790,tt5691474,tt3010520,tt0481499
nm5961681	Irwin Aquino	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961682	Craig Cochran	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961684	Karen Hoffman	\N	\N	miscellaneous	tt0389790,tt0481499
nm5961689	Linda Kehn	\N	\N	miscellaneous	tt0481499,tt3070936,tt0389790
nm5961694	Rhion Magee	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961696	Molly Martuza	\N	\N	miscellaneous	tt0389790,tt0892782,tt0481499
nm5961698	Scott McCarthy	\N	\N	production_manager,miscellaneous	tt0481499,tt0389790,tt2267968,tt1679335
nm5961699	Peter Morfas	\N	\N	miscellaneous	tt0481499,tt0389790
nm5961700	Leslie Peck	\N	\N	miscellaneous	tt0481499,tt0892782,tt0389790
nm5961709	Tom Seib	\N	\N	miscellaneous	tt0481499,tt0892782,tt0389790
nm5961713	Susan Spencer	\N	\N	miscellaneous	tt7162324,tt0481499,tt0389790,tt3070936
nm5963604	Evan Palmer	\N	\N	animation_department	tt7665638,tt1333125,tt10515852,tt3496764
nm5970928	Daniel Petroni	\N	\N	camera_department	tt1333125
nm5972021	Pratyush L.	\N	\N	visual_effects	tt1333125
nm5972022	Gravit Mehta	\N	\N	visual_effects	tt1333125
nm5972023	Nivruti Shingole	\N	\N	visual_effects	tt1333125,tt2488778
nm5972024	Abdul L.	\N	\N	visual_effects	tt1333125
nm5972043	Tim Japping	\N	\N	camera_department	tt1333125
nm5972044	Franky Jimenez	\N	\N	camera_department	tt1333125
nm5972046	John Woodward	\N	\N	camera_department	tt1333125
nm5972047	Michael Langdon	\N	\N	camera_department	tt1333125
nm5972048	Joseph Suarez	\N	\N	camera_department	tt1333125
nm5972049	Wayne Shaub	\N	\N	camera_department	tt1333125
nm5972055	Magnus Sanger	\N	\N	camera_department	tt1333125
nm5972056	Tom McDonnell	\N	\N	camera_department	tt1333125
nm5972058	Brian Smith	\N	\N	camera_department	tt1333125
nm5972060	Emma Preisner	\N	\N	art_department	tt1333125
nm5972061	Silvio Censane	\N	\N	art_department	tt1333125
nm5972062	Richard Grunn	\N	\N	art_department	tt1333125
nm5972063	A. Charles Carmagio	\N	\N	art_department	tt1333125
nm5972064	Shannon Bowen	\N	\N	art_department	tt1333125
nm5972065	James B. Rodgers	\N	\N	assistant_director	tt1333125
nm5972066	Greg Krutz	\N	\N	camera_department	tt1333125
nm5972067	Liz Davis	\N	\N	camera_department	tt1333125
nm5972068	Raifi Frank	\N	\N	camera_department	tt1333125
nm5972069	Mattian Anderssonn Rudh	\N	\N	cinematographer	tt1333125
nm5972070	Matt Thunell	\N	\N	editor,editorial_department	tt1333125
nm5972072	Jay Nogeras	\N	\N	transportation_department	tt1333125
nm5972073	Wayne Jackson	\N	\N	transportation_department	tt1800246,tt1333125
nm5972075	Joe Hill	\N	\N	miscellaneous	tt1333125
nm5972076	Philip Joyner	\N	\N	miscellaneous	tt1333125
nm5972077	James Warren	\N	\N	miscellaneous	tt1333125
nm5972078	Andrea Peraza	\N	\N	costume_department,miscellaneous	tt4546294,tt4355534,tt6956566,tt1333125
nm5972079	Guy Logan	\N	\N	miscellaneous	tt1333125
nm5972080	Eliza Coleman	\N	\N	miscellaneous	tt1333125
nm5972081	Dana Bongiovanni	\N	\N	miscellaneous	tt1333125
nm5972082	Felicia Baldelli	\N	\N	editorial_department,miscellaneous	tt1311071,tt1333125
nm5972083	Anton Roberts	\N	\N	miscellaneous	tt1333125
nm5972084	Andrew Godreau	\N	\N	miscellaneous	tt1333125
nm5972085	Hanand Mehta	\N	\N	miscellaneous	tt1333125
nm5972086	Ezra Mongoliso	\N	\N	location_management	tt1333125
nm5972087	Gus Bedenick	\N	\N	miscellaneous	tt1333125
nm5972088	Francisco E. Alfaro	\N	\N	miscellaneous	tt1333125
nm5972089	Mike Miles	\N	\N	miscellaneous	tt1333125
nm5972090	Danny Daniels	\N	\N	location_management	tt1333125
nm5972091	Alex Friedman	\N	\N	miscellaneous	tt1333125
nm5972093	Maggie Fine	\N	\N	art_department	tt1333125
nm5972094	Dylan Corbett	\N	\N	art_department	tt2503954,tt1333125
nm5972095	Corey L. Baker	\N	\N	art_department	tt1333125
nm5972098	Michael Hare	\N	\N	camera_department	tt1333125
nm5972100	Marley Gibbons	\N	\N	miscellaneous	tt1333125
nm5972101	John Johnson	\N	\N	location_management	tt1333125
nm5972102	Cullen Barrie	\N	\N	miscellaneous	tt1333125
nm5972103	Mike Greene	\N	\N	location_management	tt1333125,tt0365513
nm5972105	Wesley Evans	\N	\N	miscellaneous	tt1333125
nm5972106	Juan Pierre Grobler	\N	\N	miscellaneous	tt1333125
nm5972108	Anna S. Chang	\N	\N	miscellaneous	tt1333125
nm5972110	Mike Gornican	\N	\N	miscellaneous	tt1333125
nm5972112	Joey Talbot	\N	\N	miscellaneous	tt1333125
nm5972113	Mike Matos	\N	\N	miscellaneous	tt1333125
nm5972114	Raul De Silverio	\N	\N	miscellaneous	tt1333125
nm5972115	Edward De Leon	\N	\N	art_department,miscellaneous	tt1333125,tt11666734
nm5972116	Alexandreo Martinez	\N	\N	miscellaneous	tt1333125
nm5972166	Yuchiro Tanabe	\N	\N	animation_department	tt1333125
nm5972178	Mike Grosshandler	\N	\N	editorial_department	tt1333125
nm5972179	Steve Picano	\N	\N	editorial_department	tt14061598,tt0159876,tt13612162,tt1333125
nm5972180	Toni Lipari	\N	\N	editorial_department	tt10472320,tt1333125
nm5972182	Jenny Serneholt	\N	\N	producer	tt1333125
